Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Premium Bhavnagri Makai Chevdo | Crispy Corn Flakes Mix 250g,premium-bhavnagri-makai-chevdo,"Delight in the sweet-savoury-spicy symphony of our Premium Bhavnagri Makai Chevdo. This signature Gujarati mix combines crispy corn flakes (makai) with roasted peanuts, crunchy sev, curry leaves, mustard seeds, and a perfectly balanced seasoning of sugar, salt, and chilli. Every handful is a burst of contrasting textures and flavours â€“ the hallmark of authentic Gujarati chevdo. A festive favourite and everyday indulgence. No artificial preservatives. Packed fresh in food-grade pouches. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Makai Chevdo, Corn Flakes Mix, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Chevdo, Sweet Spicy Mix, Festive Snacks, Traditional Namkeen, Diwali Snacks",TRUE,Active,BF-MKICHV-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1-ZS_THocS6tg_C-pKsduvnmvnrCe-DZ-,1,Premium Bhavnagri Makai chevdo - Authentic Traditional Gujarati Snack Namkeen,,FALSE,Buy Premium Bhavnagri Makai Chevdo Online | Crispy Corn Flakes Mix 250g,Order Bhavnagri Makai Chevdo â€“ authentic Gujarati corn flakes mix with peanuts & spices. Sweet-savoury-spicy perfection. Freshly packed!,,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-MKICHV-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Festive Pick,Chevdo Range,Namkeen,Bhavnagri,Festive Snacks
,premium-bhavnagri-makai-chevdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1CMvPX0LInC0CxvXynQ6hzetaGRBKBWyd,2,Crispy texture close-up of Premium Bhavnagri Makai chevdo showing delicious handcrafted ingredients,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-makai-chevdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1ksm0H_RuCgDw-X8ibZiNuIedm1Y0scr8,3,"Premium quality features of Bhavnagri Makai chevdo - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-makai-chevdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1HnTdzayXYkTJBbNXu1QRnoy0iymvaC0y,4,Enjoying Premium Bhavnagri Makai chevdo as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-makai-chevdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=17k5ZObaycNTL3W6R6El3H3WSxypy_Tpt,5,Multiple premium presentation views and packaging details of Bhavnagri Makai chevdo Namkeen,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Makhaniya Gathiya | Buttery Soft Gram Flour Noodles 250g,premium-bhavnagri-makhaniya-gathiya,"Melt into the buttery softness of our Premium Bhavnagri Makhaniya Gathiya. Unlike regular gathiya, these are crafted with a special dough enriched with extra oil and butter flavouring, giving them a distinctively smooth, melt-in-the-mouth texture. Lightly spiced with black pepper and ajwain (carom seeds), each strand offers a delicate crunch that dissolves into rich, buttery flavour. The softest gathiya in our range â€“ ideal for those who prefer mild, comforting snacks. No artificial colours. Freshly prepared. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Makhaniya Gathiya, Buttery Gathiya, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Soft Gathiya, Gram Flour Snacks, Tea Time Snack, Mild Snacks, Premium Gathiya",TRUE,Active,BF-MKHNGTH-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=17YcrtIoQSdbGsGHCkADCqb-9oR_g0MrN,1,Premium Bhavnagri Makhaniya gathiya - Authentic Traditional Gujarati Snack Namkeen,,FALSE,Buy Premium Bhavnagri Makhaniya Gathiya Online | Buttery Gathiya 250g,"Order Bhavnagri Makhaniya Gathiya â€“ soft, buttery gram flour noodles with melt-in-mouth texture. Authentic Gujarati recipe. Shop now!",,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-MKHNGTH-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Popular,Gathiya Range,Namkeen,Bhavnagri,Mild Snacks
,premium-bhavnagri-makhaniya-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1DXyYfBKYfnzrVlamBx-XmzIDsOKP2O0h,2,Crispy texture close-up of Premium Bhavnagri Makhaniya gathiya showing delicious handcrafted ingredients,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-makhaniya-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1jAGVh0D_Io5nNRCton8n50zoED-90Fzo,3,"Premium quality features of Bhavnagri Makhaniya gathiya - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-makhaniya-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1c59gqhjBT6cJ6Fj0GIx_mWtxAobaBd0h,4,Enjoying Premium Bhavnagri Makhaniya gathiya as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-makhaniya-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=133P7-FS9XoPHv52uOJkHd8jblN85fyYB,5,Multiple premium presentation views and packaging details of Bhavnagri Makhaniya gathiya Namkeen,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Mari Gathiya | Black Pepper Spiced Gram Flour Noodles 250g,premium-bhavnagri-mari-gathiya,"Ignite your taste buds with our Premium Bhavnagri Mari Gathiya. These thick, robust gram flour noodles are generously seasoned with freshly ground black pepper (mari), creating a bold, warming heat that lingers with every bite. The coarse texture and peppery kick make this the most flavourful gathiya in our collection. Crafted using time-honoured Bhavnagri techniques with pure ingredients. A favourite among spice lovers and a perfect companion to hot masala chai. No artificial spices. Freshly sealed. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Mari Gathiya, Pepper Gathiya, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Black Pepper Snacks, Spicy Gathiya, Tea Time Snack, Traditional Namkeen, Bold Snacks",TRUE,Active,BF-MRIGTH-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=19vQ8EUEicmNF9JpNDH8mjgynNhtzv1-7,1,Premium Bhavnagri Mari gathiya - Authentic Traditional Gujarati Snack Namkeen,,FALSE,Buy Premium Bhavnagri Mari Gathiya Online | Black Pepper Gathiya 250g,"Order Bhavnagri Mari Gathiya â€“ bold black pepper gram flour noodles. Extra spicy, traditional Bhavnagri recipe. Perfect with masala chai!",,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-MRIGTH-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Spicy Range,Gathiya Range,Namkeen,Bhavnagri,Spice Lovers
,premium-bhavnagri-mari-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1ZnedETH_LIy-ZWGl3xM5w6uqpRD0O81g,2,Crispy texture close-up of Premium Bhavnagri Mari gathiya showing delicious handcrafted ingredients,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-mari-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=19dIx53lZQQEci8f0--NqDoDYnFkOq5OK,3,"Premium quality features of Bhavnagri Mari gathiya - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-mari-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1LK4pbNZTGzVbDVitN9_GIfXYoyTJD4Bg,4,Enjoying Premium Bhavnagri Mari gathiya as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-mari-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1rJpzLg4pGbPuN1iqoK7vwtW7t3ZAn0--,5,Multiple premium presentation views and packaging details of Bhavnagri Mari gathiya Namkeen,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Nylon Gathiya | Ultra-Fine Silky Gram Flour Sev 250g,premium-bhavnagri-nylon-gathiya,"Discover the legendary smoothness of our Premium Bhavnagri Nylon Gathiya â€“ the finest and thinnest gathiya you will ever taste. These ultra-fine gram flour strands are as delicate as silk threads, pressed through the finest sev moulds and fried to an airy, feather-light crispiness. Named for their nylon-like fineness, they dissolve on your tongue with a subtle spice and a satisfying crunch. Perfect as a topping for chaats, mixed with chevdo, or enjoyed on their own. A Bhavnagri speciality. No preservatives. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Nylon Gathiya, Fine Sev, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Thin Gathiya, Chaat Topping, Silky Sev, Traditional Namkeen, Premium Sev",TRUE,Active,BF-NYLNGTH-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1tblzxpC_GtliNgyKWkC7Za5axu0hK7qw,1,Premium Bhavnagri Nylon gathiya - Authentic Traditional Gujarati Snack Namkeen,,FALSE,Buy Premium Bhavnagri Nylon Gathiya Online | Ultra-Fine Sev 250g,"Order Bhavnagri Nylon Gathiya â€“ ultra-fine, silky gram flour sev. Feather-light crispiness, perfect for chaats & snacking. Bhavnagri speciality!",,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-NYLNGTH-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Signature Item,Gathiya Range,Namkeen,Bhavnagri,Chaat Essentials
,premium-bhavnagri-nylon-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=11OcDsW4vRBbm7D1VNfvjze33-sYIUFY1,2,Crispy texture close-up of Premium Bhavnagri Nylon gathiya showing delicious handcrafted ingredients,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-nylon-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1PGAt8p6Q2iEFj7uDGUu3T071EjPcDgJZ,3,"Premium quality features of Bhavnagri Nylon gathiya - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-nylon-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1s8KddgpjZnlf4jtXBLaIhzjZXzoSBuWI,4,Enjoying Premium Bhavnagri Nylon gathiya as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-nylon-gathiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1Bskau4GwKN9L1PATBFDbSnBNzWtPouFE,5,Multiple premium presentation views and packaging details of Bhavnagri Nylon gathiya Namkeen,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Papad Chevdo | Crispy Papad Flakes Mix 250g,premium-bhavnagri-papad-chevdo,"Experience the unique crunch of our Premium Bhavnagri Papad Chevdo â€“ a distinctive Gujarati snack mix built around crispy, crumbled papad pieces. Bite-sized papad flakes are combined with roasted peanuts, sesame seeds, curry leaves, and a sweet-spicy-tangy seasoning that captures the essence of Gujarati flavour. The irregular shapes and textures create a snacking experience unlike any other chevdo. A rare and authentic recipe from the kitchens of Bhavnagar. No artificial colours or preservatives. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Papad Chevdo, Papad Mix, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Chevdo, Crispy Mix, Unique Snacks, Traditional Namkeen, Authentic Gujarati",TRUE,Active,BF-PPDCHV-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1J1g5PZkSqIzf7EUL0-1w0-Q-eupjXO3E,1,Premium Bhavnagri Papad chevdo - Authentic Traditional Gujarati Snack Namkeen,,FALSE,Buy Premium Bhavnagri Papad Chevdo Online | Crispy Papad Mix 250g,Order Bhavnagri Papad Chevdo â€“ unique crispy papad flakes mix with peanuts & spices. Authentic Bhavnagri recipe. Sweet-spicy-tangy perfection!,,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-PPDCHV-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Unique Find,Chevdo Range,Namkeen,Bhavnagri,Traditional
,premium-bhavnagri-papad-chevdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1lhhLguhkJEJqg8CCCtEZfR0l-kwoAgUu,2,Crispy texture close-up of Premium Bhavnagri Papad chevdo showing delicious handcrafted ingredients,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-papad-chevdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=13FQkx07Ny8gqyLCnJv9zN5cuSBFacmex,3,"Premium quality features of Bhavnagri Papad chevdo - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-papad-chevdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1ZpzRJjaT73ELbswfNYJ3c92XOxSZQZXx,4,Enjoying Premium Bhavnagri Papad chevdo as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-papad-chevdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1CttWi6j8LW5JzTt-6sz27gYlMK0qzKEe,5,Multiple premium presentation views and packaging details of Bhavnagri Papad chevdo Namkeen,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Pizza Puri | Italian-Indian Fusion Crispy Puri 250g,premium-bhavnagri-pizza-puri,"Embark on a flavour adventure with our Premium Bhavnagri Pizza Puri â€“ where Italian pizza seasoning meets the crispy Indian puri. These thin, crunchy mini puris are generously dusted with a tangy-spicy pizza-inspired seasoning blend featuring oregano, tomato powder, cheese flavour, and a hint of chilli. A modern fusion snack that appeals to all ages â€“ kids love the cheesy-tangy taste, adults appreciate the satisfying crunch. Perfect for parties, lunchboxes, and on-the-go munching. No trans fats. Vegetarian. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Pizza Puri, Fusion Snacks, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Pizza Flavour, Kids Snacks, Party Snacks, Crispy Puri, Modern Namkeen",TRUE,Active,BF-PZZPRI-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1uJ45zcuTcXA4LxzUhERXO4xkeRoNBbA4,1,Premium Bhavnagri Pizza puri - Authentic Traditional Gujarati Snack Namkeen,,FALSE,Buy Premium Bhavnagri Pizza Puri Online | Fusion Crispy Puri 250g,Order Bhavnagri Pizza Puri â€“ crispy mini puris with tangy pizza seasoning. Italian-Indian fusion snack loved by kids & adults. Shop now!,,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-PZZPRI-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Kids Favourite,Fusion Range,Namkeen,Bhavnagri,Party Snacks
,premium-bhavnagri-pizza-puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1SqmE9Lqz53FzlBLGx3UkXyXbHXeYVzs3,2,Crispy texture close-up of Premium Bhavnagri Pizza puri showing delicious handcrafted ingredients,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-pizza-puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1gqjEigT-8uRByagim1OuTnVtHL612-2V,3,"Premium quality features of Bhavnagri Pizza puri - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-pizza-puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1sdc4MSX1FowIs3X-IjKywFEm_8MnFxuF,4,Enjoying Premium Bhavnagri Pizza puri as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-pizza-puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=12XfFHlagvghzKzueIBhxnVx0wguGCTzP,5,Multiple premium presentation views and packaging details of Bhavnagri Pizza puri Namkeen,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Salted Peanuts | Classic Roasted & Salted Peanuts 250g,premium-bhavnagri-salted-peanuts,"Keep it classic with our Premium Bhavnagri Salted Peanuts. Handpicked, premium-grade peanuts are slow-roasted to bring out their natural nutty richness, then perfectly seasoned with fine rock salt. Simple, satisfying, and packed with natural protein, healthy fats, and essential minerals. Whether you are snacking between meals, fuelling a workout, or adding crunch to your salads and chaats, these salted peanuts are the perfect wholesome choice. No added oil. No artificial flavours. Naturally gluten-free. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Salted Peanuts, Roasted Peanuts, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Protein Snacks, Healthy Snacks, Gym Snacks, Natural Snacks, Classic Peanuts",TRUE,Active,BF-SLTPNT-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1YhVHFwgDmhKv6dq-apK3OmQqZb00ANU6,1,Premium Bhavnagri Salted Peanuts - Authentic Traditional Gujarati Snack Namkeen,,FALSE,Buy Premium Bhavnagri Salted Peanuts Online | Roasted & Salted 250g,"Order Bhavnagri Salted Peanuts â€“ slow-roasted, rock salt seasoned. High protein, no added oil, gluten-free. Healthy everyday snack!",,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-SLTPNT-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Everyday Essential,Peanut Range,Namkeen,Bhavnagri,Healthy Snacks
,premium-bhavnagri-salted-peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=198VqG80P0IBpfobFdFsE7EE3jy1csUqX,2,Crispy texture close-up of Premium Bhavnagri Salted Peanuts showing delicious handcrafted ingredients,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-salted-peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1qXjRsB1hFOaAIiosY6sfNPYAGwbbdF-G,3,"Premium quality features of Bhavnagri Salted Peanuts - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-salted-peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1FFTfdO5Z7Y2DTDPUq0V_Hjsd-4hjbLsc,4,Enjoying Premium Bhavnagri Salted Peanuts as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-salted-peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1IdrZmAqSmN2lFp44OiSmHtIVOD7KNiRo,5,Multiple premium presentation views and packaging details of Bhavnagri Salted Peanuts Namkeen,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Special Sev | Fine Spiced Gram Flour Vermicelli 250g,premium-bhavnagri-special-sev,"Savour the quintessential Gujarati snack with our Premium Bhavnagri Special Sev. These fine gram flour vermicelli strands are crafted from a premium besan dough seasoned with a proprietary spice blend, pressed through precision moulds, and fried to a uniform golden crispiness. Our 'Special' recipe includes a secret touch of ajwain and black salt that elevates this sev above the ordinary. Essential for topping chaats, garnishing dishes, or straight-from-the-pack snacking. A kitchen staple and a snack-time star. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Special Sev, Bhujia, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Gram Flour Sev, Chaat Topping, Fine Sev, Traditional Namkeen, Kitchen Staple",TRUE,Active,BF-SPLSEV-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=14QGf0yk8NzBK0bPSgPD8U4Fvnh4Zy2IO,1,Premium Bhavnagri Special sev - Authentic Traditional Gujarati Snack Namkeen,,FALSE,Buy Premium Bhavnagri Special Sev Online | Fine Gram Flour Sev 250g,Order Bhavnagri Special Sev â€“ fine spiced gram flour vermicelli with secret recipe. Perfect for chaats & snacking. Authentic Gujarati taste!,,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-SPLSEV-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Kitchen Staple,Sev Range,Namkeen,Bhavnagri,Chaat Essentials
,premium-bhavnagri-special-sev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1_grPGtU_hIYuyGsKTau5q-oabttSCBAJ,2,Crispy texture close-up of Premium Bhavnagri Special sev showing delicious handcrafted ingredients,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-special-sev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1urv13nlzxnwaXQzDOUoazdW9Dq3G1uuc,3,"Premium quality features of Bhavnagri Special sev - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-special-sev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1AEYS6K1I6hjqOEzCILwYplmnuTAkpoOe,4,Enjoying Premium Bhavnagri Special sev as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-special-sev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1M6F989fuOWmRPg4kz8v3bIuozCmE5S17,5,Multiple premium presentation views and packaging details of Bhavnagri Special sev Namkeen,,,,,,,,,,,,,,,,,,
Premium Bhavnagri Sweet & Chatpata Peanuts | Tangy-Sweet Coated Peanuts 250g,premium-bhavnagri-sweet-chatpata-peanuts,"Get hooked on the playful sweet-and-sour dance of our Premium Bhavnagri Sweet & Chatpata Peanuts. Crunchy roasted peanuts are coated with a unique sweet-tangy-spicy masala blend featuring jaggery, amchur (dry mango), chaat masala, and a kick of red chilli. The result is an explosively flavourful snack that hits every taste note â€“ sweet, sour, spicy, and salty â€“ in perfect harmony. A crowd-pleaser at every gathering and impossible to stop at just one handful. Vegetarian. No artificial sweeteners. Net Weight: 250g.",Bhavnagri Foods,Food Beverages & Tobacco > Food Items > Snack Foods,Namkeen,"Sweet Chatpata Peanuts, Flavoured Peanuts, Gujarati Snacks, Bhavnagri Namkeen, Indian Snacks, Tangy Peanuts, Sweet Spicy Snacks, Party Snacks, Masala Peanuts, Chatpata Snacks",TRUE,Active,BF-SWTCHPNT-250,,Title,Default Title,,,,,,,,199,249,,TRUE,,250,g,100,g,shopify,100,DENY,250,g,TRUE,manual,https://drive.google.com/uc?export=view&id=1tqM-0ErIrcjMlZfjsv-tayAiHRdaIiMA,1,Premium Bhavnagri Sweet and chatpata peanuts - Authentic Traditional Gujarati Snack Namkeen,,FALSE,Buy Premium Bhavnagri Sweet & Chatpata Peanuts Online | 250g,Order Bhavnagri Sweet & Chatpata Peanuts â€“ tangy-sweet-spicy coated peanuts with chaat masala. Addictive party snack. No artificial sweeteners!,,Food Beverages & Tobacco > Food Items > Snack Foods,Unisex,Adult,BF-SWTCHPNT-250,Bhavnagri Snacks,Indian Namkeen,New,FALSE,Party Favourite,Peanut Range,Namkeen,Bhavnagri,Party Snacks
,premium-bhavnagri-sweet-chatpata-peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1vJfJLQhAIpXhP1_jdu8adkklNrze8dnF,2,Crispy texture close-up of Premium Bhavnagri Sweet and chatpata peanuts showing delicious handcrafted ingredients,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-sweet-chatpata-peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1zPHDLIH2efL5-5eF62oaqV1r7eFLpE-V,3,"Premium quality features of Bhavnagri Sweet and chatpata peanuts - fresh, crunchy, and savory traditional snack",,,,,,,,,,,,,,,,,,
,premium-bhavnagri-sweet-chatpata-peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1K2afMnRwzfUiY8GGaFoA9Gy9PDlub8Lq,4,Enjoying Premium Bhavnagri Sweet and chatpata peanuts as a perfect Indian tea-time snack companion,,,,,,,,,,,,,,,,,,
,premium-bhavnagri-sweet-chatpata-peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1MJ4UKkYExmckBeNAj5-wdxMV4fNRyblV,5,Multiple premium presentation views and packaging details of Bhavnagri Sweet and chatpata peanuts Namkeen,,,,,,,,,,,,,,,,,,
